Problem:    type2
 22510 f[f0,75,3]   *              0             0             1 
 22511 f[f1,75,3]   *              0             0             1 
 22512 f[f2,75,3]   *              0             0             1 
 22513 f[f0,75,4]   *              0             0             1 
 22514 f[f1,75,4]   *              0             0             1 
 22515 f[f2,75,4]   *              0             0             1 
 22516 f[f0,75,5]   *              0             0             1 
 22517 f[f1,75,5]   *              0             0             1 
 22518 f[f2,75,5]   *              0             0             1 
 22519 f[f0,75,6]   *              0             0             1 
 22520 f[f1,75,6]   *              0             0             1 
 22521 f[f2,75,6]   *              0             0             1 
 22522 f[f0,75,7]   *              0             0             1 
 22523 f[f1,75,7]   *              0             0             1 
 22524 f[f2,75,7]   *              0             0             1 
 22525 f[f0,75,8]   *              0             0             1 
 22526 f[f1,75,8]   *              0             0             1 
 22527 f[f2,75,8]   *              0             0             1 
 22528 f[f0,75,9]   *              0             0             1 
 22529 f[f1,75,9]   *              0             0             1 
 22530 f[f2,75,9]   *              0             0             1 
 22531 f[f0,75,10]  *              0             0             1 
 22532 f[f1,75,10]  *              0             0             1 
 22533 f[f2,75,10]  *              0             0             1 
 22534 f[f0,75,11]  *              0             0             1 
 22535 f[f1,75,11]  *              0             0             1 
 22536 f[f2,75,11]  *              0             0             1 
 22537 f[f0,75,12]  *              0             0             1 
 22538 f[f1,75,12]  *              0             0             1 
 22539 f[f2,75,12]  *              0             0             1 
 22540 f[f0,75,13]  *              0             0             1 
 22541 f[f1,75,13]  *              0             0             1 
 22542 f[f2,75,13]  *              0             0             1 
 22543 f[f0,75,14]  *              0             0             1 
 22544 f[f1,75,14]  *              0             0             1 
 22545 f[f2,75,14]  *              0             0             1 
 22546 f[f0,75,15]  *              0             0             1 
 22547 f[f1,75,15]  *              0             0             1 
 22548 f[f2,75,15]  *              0             0             1 
 22549 f[f0,75,16]  *              0             0             1 
 22550 f[f1,75,16]  *              0             0             1 
 22551 f[f2,75,16]  *              0             0             1 
 22552 f[f0,75,17]  *              0             0             1 
 22553 f[f1,75,17]  *              0             0             1 
 22554 f[f2,75,17]  *              0             0             1 
 22555 f[f0,75,18]  *              0             0             1 
 22556 f[f1,75,18]  *              0             0             1 
 22557 f[f2,75,18]  *              0             0             1 
 22558 f[f0,75,19]  *              0             0             1 
 22559 f[f1,75,19]  *              0             0             1 
 22560 f[f2,75,19]  *              0             0             1 
 22561 f[f0,75,20]  *              0             0             1 
 22562 f[f1,75,20]  *              0             0             1 
 22563 f[f2,75,20]  *              0             0             1 
 22564 f[f0,75,21]  *              0             0             1 
 22565 f[f1,75,21]  *              0             0             1 
 22566 f[f2,75,21]  *              0             0             1 
 22567 f[f0,75,22]  *              0             0             1 
 22568 f[f1,75,22]  *              0             0             1 
 22569 f[f2,75,22]  *              0             0             1 
 22570 f[f0,75,23]  *              0             0             1 
 22571 f[f1,75,23]  *              0             0             1 
 22572 f[f2,75,23]  *              0             0             1 
 22573 f[f0,75,24]  *              0             0             1 
 22574 f[f1,75,24]  *              0             0             1 
 22575 f[f2,75,24]  *              0             0             1 
 22576 f[f0,75,25]  *              0             0             1 
 22577 f[f1,75,25]  *              0             0             1 
 22578 f[f2,75,25]  *              0             0             1 
 22579 f[f0,75,26]  *              0             0             1 
 22580 f[f1,75,26]  *              0             0             1 
 22581 f[f2,75,26]  *              0             0             1 
 22582 f[f0,75,27]  *              0             0             1 
 22583 f[f1,75,27]  *              0             0             1 
 22584 f[f2,75,27]  *              0             0             1 
 22585 f[f0,75,28]  *              0             0             1 
 22586 f[f1,75,28]  *              0             0             1 
 22587 f[f2,75,28]  *              0             0             1 
 22588 f[f0,75,29]  *              0             0             1 
 22589 f[f1,75,29]  *              0             0             1 
 22590 f[f2,75,29]  *              0             0             1 
 22591 f[f0,75,30]  *              0             0             1 
 22592 f[f1,75,30]  *              0             0             1 
 22593 f[f2,75,30]  *              0             0             1 
 22594 f[f0,75,31]  *              0             0             1 
 22595 f[f1,75,31]  *              0             0             1 
 22596 f[f2,75,31]  *              0             0             1 
 22597 f[f0,75,32]  *              0             0             1 
 22598 f[f1,75,32]  *              0             0             1 
 22599 f[f2,75,32]  *              0             0             1 
 22600 f[f0,75,33]  *              0             0             1 
 22601 f[f1,75,33]  *              0             0             1 
 22602 f[f2,75,33]  *              0             0             1 
 22603 f[f0,75,34]  *              0             0             1 
 22604 f[f1,75,34]  *              0             0             1 
 22605 f[f2,75,34]  *              0             0             1 
 22606 f[f0,75,35]  *              0             0             1 
 22607 f[f1,75,35]  *              0             0             1 
 22608 f[f2,75,35]  *              0             0             1 
 22609 f[f0,75,36]  *              0             0             1 
 22610 f[f1,75,36]  *              0             0             1 
 22611 f[f2,75,36]  *              0             0             1 
 22612 f[f0,75,37]  *              0             0             1 
 22613 f[f1,75,37]  *              0             0             1 
 22614 f[f2,75,37]  *              0             0             1 
 22615 f[f0,75,38]  *              0             0             1 
 22616 f[f1,75,38]  *              0             0             1 
 22617 f[f2,75,38]  *              0             0             1 
 22618 f[f0,75,39]  *              0             0             1 
 22619 f[f1,75,39]  *              0             0             1 
 22620 f[f2,75,39]  *              0             0             1 
 22621 f[f0,75,40]  *              0             0             1 
 22622 f[f1,75,40]  *              0             0             1 
 22623 f[f2,75,40]  *              0             0             1 
 22624 f[f0,75,41]  *              0             0             1 
 22625 f[f1,75,41]  *              0             0             1 
 22626 f[f2,75,41]  *              0             0             1 
 22627 f[f0,75,42]  *              0             0             1 
 22628 f[f1,75,42]  *              0             0             1 
 22629 f[f2,75,42]  *              0             0             1 
 22630 f[f0,75,43]  *              0             0             1 
 22631 f[f1,75,43]  *              0             0             1 
 22632 f[f2,75,43]  *              0             0             1 
 22633 f[f0,75,44]  *              0             0             1 
 22634 f[f1,75,44]  *              0             0             1 
 22635 f[f2,75,44]  *              0             0             1 
 22636 f[f0,75,45]  *              0             0             1 
 22637 f[f1,75,45]  *              0             0             1 
 22638 f[f2,75,45]  *              0             0             1 
 22639 f[f0,75,46]  *              0             0             1 
 22640 f[f1,75,46]  *              0             0             1 
 22641 f[f2,75,46]  *              0             0             1 
 22642 f[f0,75,47]  *              0             0             1 
 22643 f[f1,75,47]  *              0             0             1 
 22644 f[f2,75,47]  *              0             0             1 
 22645 f[f0,75,48]  *              0             0             1 
 22646 f[f1,75,48]  *              0             0             1 
 22647 f[f2,75,48]  *              0             0             1 
 22648 f[f0,75,49]  *              0             0             1 
 22649 f[f1,75,49]  *              0             0             1 
 22650 f[f2,75,49]  *              0             0             1 
 22651 f[f0,75,50]  *              0             0             1 
 22652 f[f1,75,50]  *              0             0             1 
 22653 f[f2,75,50]  *              0             0             1 
 22654 f[f0,75,51]  *              0             0             1 
 22655 f[f1,75,51]  *              0             0             1 
 22656 f[f2,75,51]  *              0             0             1 
 22657 f[f0,75,52]  *              0             0             1 
 22658 f[f1,75,52]  *              0             0             1 
 22659 f[f2,75,52]  *              0             0             1 
 22660 f[f0,75,53]  *              0             0             1 
 22661 f[f1,75,53]  *              0             0             1 
 22662 f[f2,75,53]  *              0             0             1 
 22663 f[f0,75,54]  *              0             0             1 
 22664 f[f1,75,54]  *              0             0             1 
 22665 f[f2,75,54]  *              0             0             1 
 22666 f[f0,75,55]  *              0             0             1 
 22667 f[f1,75,55]  *              0             0             1 
 22668 f[f2,75,55]  *              0             0             1 
 22669 f[f0,75,56]  *              0             0             1 
 22670 f[f1,75,56]  *              0             0             1 
 22671 f[f2,75,56]  *              0             0             1 
 22672 f[f0,75,57]  *              0             0             1 
 22673 f[f1,75,57]  *              0             0             1 
 22674 f[f2,75,57]  *              0             0             1 
 22675 f[f0,75,58]  *              0             0             1 
 22676 f[f1,75,58]  *              0             0             1 
 22677 f[f2,75,58]  *              0             0             1 
 22678 f[f0,75,59]  *              0             0             1 
 22679 f[f1,75,59]  *              0             0             1 
 22680 f[f2,75,59]  *              0             0             1 
 22681 f[f0,75,60]  *              0             0             1 
 22682 f[f1,75,60]  *              0             0             1 
 22683 f[f2,75,60]  *              0             0             1 
 22684 f[f0,75,61]  *              0             0             1 
 22685 f[f1,75,61]  *              0             0             1 
 22686 f[f2,75,61]  *              0             0             1 
 22687 f[f0,75,62]  *              0             0             1 
 22688 f[f1,75,62]  *              0             0             1 
 22689 f[f2,75,62]  *              0             0             1 
 22690 f[f0,75,63]  *              0             0             1 
 22691 f[f1,75,63]  *              0             0             1 
 22692 f[f2,75,63]  *              0             0             1 
 22693 f[f0,75,64]  *              0             0             1 
 22694 f[f1,75,64]  *              0             0             1 
 22695 f[f2,75,64]  *              0             0             1 
 22696 f[f0,75,65]  *              0             0             1 
 22697 f[f1,75,65]  *              0             0             1 
 22698 f[f2,75,65]  *              0             0             1 
 22699 f[f0,75,66]  *              0             0             1 
 22700 f[f1,75,66]  *              0             0             1 
 22701 f[f2,75,66]  *              0             0             1 
 22702 f[f0,75,67]  *              0             0             1 
 22703 f[f1,75,67]  *              0             0             1 
 22704 f[f2,75,67]  *              0             0             1 
 22705 f[f0,75,68]  *              0             0             1 
 22706 f[f1,75,68]  *              0             0             1 
 22707 f[f2,75,68]  *              0             0             1 
 22708 f[f0,75,69]  *              0             0             1 
 22709 f[f1,75,69]  *              0             0             1 
 22710 f[f2,75,69]  *              0             0             1 
 22711 f[f0,75,70]  *              0             0             1 
 22712 f[f1,75,70]  *              0             0             1 
 22713 f[f2,75,70]  *              0             0             1 
 22714 f[f0,75,71]  *              0             0             1 
 22715 f[f1,75,71]  *              0             0             1 
 22716 f[f2,75,71]  *              0             0             1 
 22717 f[f0,75,72]  *              0             0             1 
 22718 f[f1,75,72]  *              0             0             1 
 22719 f[f2,75,72]  *              0             0             1 
 22720 f[f0,75,73]  *              0             0             1 
 22721 f[f1,75,73]  *              0             0             1 
 22722 f[f2,75,73]  *              0             0             1 
 22723 f[f0,75,74]  *              0             0             1 
 22724 f[f1,75,74]  *              0             0             1 
 22725 f[f2,75,74]  *              0             0             1 
 22726 f[f0,75,75]  *              0             0             1 
 22727 f[f1,75,75]  *              0             0             1 
 22728 f[f2,75,75]  *              0             0             1 
 22729 f[f0,75,76]  *              0             0             1 
 22730 f[f1,75,76]  *              0             0             1 
 22731 f[f2,75,76]  *              0             0             1 
 22732 f[f0,75,77]  *              0             0             1 
 22733 f[f1,75,77]  *              0             0             1 
 22734 f[f2,75,77]  *              0             0             1 
 22735 f[f0,75,78]  *              0             0             1 
 22736 f[f1,75,78]  *              0             0             1 
 22737 f[f2,75,78]  *              0             0             1 
 22738 f[f0,75,79]  *              0             0             1 
 22739 f[f1,75,79]  *              0             0             1 
 22740 f[f2,75,79]  *              0             0             1 
 22741 f[f0,75,80]  *              0             0             1 
 22742 f[f1,75,80]  *              0             0             1 
 22743 f[f2,75,80]  *              0             0             1 
 22744 f[f0,75,81]  *              0             0             1 
 22745 f[f1,75,81]  *              0             0             1 
 22746 f[f2,75,81]  *              0             0             1 
 22747 f[f0,75,82]  *              0             0             1 
 22748 f[f1,75,82]  *              0             0             1 
 22749 f[f2,75,82]  *              0             0             1 
 22750 f[f0,75,83]  *              0             0             1 
 22751 f[f1,75,83]  *              0             0             1 
 22752 f[f2,75,83]  *              0             0             1 
 22753 f[f0,75,84]  *              0             0             1 
 22754 f[f1,75,84]  *              0             0             1 
 22755 f[f2,75,84]  *              0             0             1 
 22756 f[f0,75,85]  *              0             0             1 
 22757 f[f1,75,85]  *              0             0             1 
 22758 f[f2,75,85]  *              0             0             1 
 22759 f[f0,75,86]  *              0             0             1 
 22760 f[f1,75,86]  *              0             0             1 
 22761 f[f2,75,86]  *              0             0             1 
 22762 f[f0,75,87]  *              0             0             1 
 22763 f[f1,75,87]  *              0             0             1 
 22764 f[f2,75,87]  *              0             0             1 
 22765 f[f0,75,88]  *              0             0             1 
 22766 f[f1,75,88]  *              0             0             1 
 22767 f[f2,75,88]  *              0             0             1 
 22768 f[f0,75,89]  *              0             0             1 
 22769 f[f1,75,89]  *              0             0             1 
 22770 f[f2,75,89]  *              0             0             1 
 22771 f[f0,75,90]  *              0             0             1 
 22772 f[f1,75,90]  *              0             0             1 
 22773 f[f2,75,90]  *              0             0             1 
 22774 f[f0,75,91]  *              0             0             1 
 22775 f[f1,75,91]  *              0             0             1 
 22776 f[f2,75,91]  *              0             0             1 
 22777 f[f0,75,92]  *              0             0             1 
 22778 f[f1,75,92]  *              0             0             1 
 22779 f[f2,75,92]  *              0             0             1 
 22780 f[f0,75,93]  *              0             0             1 
 22781 f[f1,75,93]  *              0             0             1 
 22782 f[f2,75,93]  *              0             0             1 
 22783 f[f0,75,94]  *              0             0             1 
 22784 f[f1,75,94]  *              0             0             1 
 22785 f[f2,75,94]  *              0             0             1 
 22786 f[f0,75,95]  *              0             0             1 
 22787 f[f1,75,95]  *              0             0             1 
 22788 f[f2,75,95]  *              0             0             1 
 22789 f[f0,75,96]  *              0             0             1 
 22790 f[f1,75,96]  *              0             0             1 
 22791 f[f2,75,96]  *              0             0             1 
 22792 f[f0,75,97]  *              0             0             1 
 22793 f[f1,75,97]  *              0             0             1 
 22794 f[f2,75,97]  *              0             0             1 
 22795 f[f0,75,98]  *              0             0             1 
 22796 f[f1,75,98]  *              0             0             1 
 22797 f[f2,75,98]  *              0             0             1 
 22798 f[f0,75,99]  *              0             0             1 
 22799 f[f1,75,99]  *              0             0             1 
 22800 f[f2,75,99]  *              0             0             1 
 22801 f[f0,76,0]   *              0             0             1 
 22802 f[f1,76,0]   *              0             0             1 
 22803 f[f2,76,0]   *              0             0             1 
 22804 f[f0,76,1]   *              0             0             1 
 22805 f[f1,76,1]   *              0             0             1 
 22806 f[f2,76,1]   *              0             0             1 
 22807 f[f0,76,2]   *              0             0             1 
 22808 f[f1,76,2]   *              0             0             1 
 22809 f[f2,76,2]   *              0             0             1 
 22810 f[f0,76,3]   *              0             0             1 
 22811 f[f1,76,3]   *              0             0             1 
 22812 f[f2,76,3]   *              0             0             1 
 22813 f[f0,76,4]   *              0             0             1 
 22814 f[f1,76,4]   *              0             0             1 
 22815 f[f2,76,4]   *              0             0             1 
 22816 f[f0,76,5]   *              0             0             1 
 22817 f[f1,76,5]   *              0             0             1 
 22818 f[f2,76,5]   *              0             0             1 
 22819 f[f0,76,6]   *              0             0             1 
 22820 f[f1,76,6]   *              0             0             1 
 22821 f[f2,76,6]   *              0             0             1 
 22822 f[f0,76,7]   *              0             0             1 
 22823 f[f1,76,7]   *              0             0             1 
 22824 f[f2,76,7]   *              0             0             1 
 22825 f[f0,76,8]   *              0             0             1 
 22826 f[f1,76,8]   *              0             0             1 
 22827 f[f2,76,8]   *              0             0             1 
 22828 f[f0,76,9]   *              0             0             1 
 22829 f[f1,76,9]   *              0             0             1 
 22830 f[f2,76,9]   *              0             0             1 
 22831 f[f0,76,10]  *              0             0             1 
 22832 f[f1,76,10]  *              0             0             1 
 22833 f[f2,76,10]  *              0             0             1 
 22834 f[f0,76,11]  *              0             0             1 
 22835 f[f1,76,11]  *              0             0             1 
 22836 f[f2,76,11]  *              0             0             1 
 22837 f[f0,76,12]  *              0             0             1 
 22838 f[f1,76,12]  *              0             0             1 
 22839 f[f2,76,12]  *              0             0             1 
 22840 f[f0,76,13]  *              0             0             1 
 22841 f[f1,76,13]  *              0             0             1 
 22842 f[f2,76,13]  *              0             0             1 
 22843 f[f0,76,14]  *              0             0             1 
 22844 f[f1,76,14]  *              0             0             1 
 22845 f[f2,76,14]  *              0             0             1 
 22846 f[f0,76,15]  *              0             0             1 
 22847 f[f1,76,15]  *              0             0             1 
 22848 f[f2,76,15]  *              0             0             1 
 22849 f[f0,76,16]  *              0             0             1 
 22850 f[f1,76,16]  *              0             0             1 
 22851 f[f2,76,16]  *              0             0             1 
 22852 f[f0,76,17]  *              0             0             1 
 22853 f[f1,76,17]  *              0             0             1 
 22854 f[f2,76,17]  *              0             0             1 
 22855 f[f0,76,18]  *              0             0             1 
 22856 f[f1,76,18]  *              0             0             1 
 22857 f[f2,76,18]  *              0             0             1 
 22858 f[f0,76,19]  *              0             0             1 
 22859 f[f1,76,19]  *              0             0             1 
 22860 f[f2,76,19]  *              0             0             1 
 22861 f[f0,76,20]  *              0             0             1 
 22862 f[f1,76,20]  *              0             0             1 
 22863 f[f2,76,20]  *              0             0             1 
 22864 f[f0,76,21]  *              0             0             1 
 22865 f[f1,76,21]  *              0             0             1 
 22866 f[f2,76,21]  *              0             0             1 
 22867 f[f0,76,22]  *              0             0             1 
 22868 f[f1,76,22]  *              0             0             1 
 22869 f[f2,76,22]  *              0             0             1 
 22870 f[f0,76,23]  *              0             0             1 
 22871 f[f1,76,23]  *              0             0             1 
 22872 f[f2,76,23]  *              0             0             1 
 22873 f[f0,76,24]  *              0             0             1 
 22874 f[f1,76,24]  *              0             0             1 
 22875 f[f2,76,24]  *              0             0             1 
 22876 f[f0,76,25]  *              0             0             1 
 22877 f[f1,76,25]  *              0             0             1 
 22878 f[f2,76,25]  *              0             0             1 
 22879 f[f0,76,26]  *              0             0             1 
 22880 f[f1,76,26]  *              0             0             1 
 22881 f[f2,76,26]  *              0             0             1 
 22882 f[f0,76,27]  *              0             0             1 
 22883 f[f1,76,27]  *              0             0             1 
 22884 f[f2,76,27]  *              0             0             1 
 22885 f[f0,76,28]  *              0             0             1 
 22886 f[f1,76,28]  *              0             0             1 
 22887 f[f2,76,28]  *              0             0             1 
 22888 f[f0,76,29]  *              0             0             1 
 22889 f[f1,76,29]  *              0             0             1 
 22890 f[f2,76,29]  *              0             0             1 
 22891 f[f0,76,30]  *              0             0             1 
 22892 f[f1,76,30]  *              0             0             1 
 22893 f[f2,76,30]  *              0             0             1 
 22894 f[f0,76,31]  *              0             0             1 
 22895 f[f1,76,31]  *              0             0             1 
 22896 f[f2,76,31]  *              0             0             1 
 22897 f[f0,76,32]  *              0             0             1 
 22898 f[f1,76,32]  *              0             0             1 
 22899 f[f2,76,32]  *              0             0             1 
 22900 f[f0,76,33]  *              0             0             1 
 22901 f[f1,76,33]  *              0             0             1 
 22902 f[f2,76,33]  *              0             0             1 
 22903 f[f0,76,34]  *              0             0             1 
 22904 f[f1,76,34]  *              0             0             1 
 22905 f[f2,76,34]  *              0             0             1 
 22906 f[f0,76,35]  *              0             0             1 
 22907 f[f1,76,35]  *              0             0             1 
 22908 f[f2,76,35]  *              0             0             1 
 22909 f[f0,76,36]  *              0             0             1 
 22910 f[f1,76,36]  *              0             0             1 
 22911 f[f2,76,36]  *              0             0             1 
 22912 f[f0,76,37]  *              0             0             1 
 22913 f[f1,76,37]  *              0             0             1 
 22914 f[f2,76,37]  *              0             0             1 
 22915 f[f0,76,38]  *              0             0             1 
 22916 f[f1,76,38]  *              0             0             1 
 22917 f[f2,76,38]  *              0             0             1 
 22918 f[f0,76,39]  *              0             0             1 
 22919 f[f1,76,39]  *              0             0             1 
 22920 f[f2,76,39]  *              0             0             1 
 22921 f[f0,76,40]  *              0             0             1 
 22922 f[f1,76,40]  *              0             0             1 
 22923 f[f2,76,40]  *              0             0             1 
 22924 f[f0,76,41]  *              0             0             1 
 22925 f[f1,76,41]  *              0             0             1 
 22926 f[f2,76,41]  *              0             0             1 
 22927 f[f0,76,42]  *              0             0             1 
 22928 f[f1,76,42]  *              0             0             1 
 22929 f[f2,76,42]  *              0             0             1 
 22930 f[f0,76,43]  *              0             0             1 
 22931 f[f1,76,43]  *              0             0             1 
 22932 f[f2,76,43]  *              0             0             1 
 22933 f[f0,76,44]  *              0             0             1 
 22934 f[f1,76,44]  *              0             0             1 
 22935 f[f2,76,44]  *              0             0             1 
 22936 f[f0,76,45]  *              0             0             1 
 22937 f[f1,76,45]  *              0             0             1 
 22938 f[f2,76,45]  *              0             0             1 
 22939 f[f0,76,46]  *              0             0             1 
 22940 f[f1,76,46]  *              0             0             1 
 22941 f[f2,76,46]  *              0             0             1 
 22942 f[f0,76,47]  *              0             0             1 
 22943 f[f1,76,47]  *              0             0             1 
 22944 f[f2,76,47]  *              0             0             1 
 22945 f[f0,76,48]  *              0             0             1 
 22946 f[f1,76,48]  *              0             0             1 
 22947 f[f2,76,48]  *              0             0             1 
 22948 f[f0,76,49]  *              0             0             1 
 22949 f[f1,76,49]  *              0             0             1 
 22950 f[f2,76,49]  *              0             0             1 
 22951 f[f0,76,50]  *              0             0             1 
 22952 f[f1,76,50]  *              0             0             1 
 22953 f[f2,76,50]  *              0             0             1 
 22954 f[f0,76,51]  *              0             0             1 
 22955 f[f1,76,51]  *              0             0             1 
 22956 f[f2,76,51]  *              0             0             1 
 22957 f[f0,76,52]  *              0             0             1 
 22958 f[f1,76,52]  *              0             0             1 
 22959 f[f2,76,52]  *              0             0             1 
 22960 f[f0,76,53]  *              0             0             1 
 22961 f[f1,76,53]  *              0             0             1 
 22962 f[f2,76,53]  *              0             0             1 
 22963 f[f0,76,54]  *              0             0             1 
 22964 f[f1,76,54]  *              0             0             1 
 22965 f[f2,76,54]  *              0             0             1 
 22966 f[f0,76,55]  *              0             0             1 
 22967 f[f1,76,55]  *              0             0             1 
 22968 f[f2,76,55]  *              0             0             1 
 22969 f[f0,76,56]  *              0             0             1 
 22970 f[f1,76,56]  *              0             0             1 
 22971 f[f2,76,56]  *              0             0             1 
 22972 f[f0,76,57]  *              0             0             1 
 22973 f[f1,76,57]  *              0             0             1 
 22974 f[f2,76,57]  *              0             0             1 
 22975 f[f0,76,58]  *              0             0             1 
 22976 f[f1,76,58]  *              0             0             1 
 22977 f[f2,76,58]  *              0             0             1 
 22978 f[f0,76,59]  *              0             0             1 
 22979 f[f1,76,59]  *              0             0             1 
 22980 f[f2,76,59]  *              0             0             1 
 22981 f[f0,76,60]  *              0             0             1 
 22982 f[f1,76,60]  *              0             0             1 
 22983 f[f2,76,60]  *              0             0             1 
 22984 f[f0,76,61]  *              0             0             1 
 22985 f[f1,76,61]  *              0             0             1 
 22986 f[f2,76,61]  *              0             0             1 
 22987 f[f0,76,62]  *              0             0             1 
 22988 f[f1,76,62]  *              0             0             1 
 22989 f[f2,76,62]  *              0             0             1 
 22990 f[f0,76,63]  *              0             0             1 
 22991 f[f1,76,63]  *              0             0             1 
 22992 f[f2,76,63]  *              0             0             1 
 22993 f[f0,76,64]  *              0             0             1 
 22994 f[f1,76,64]  *              0             0             1 
 22995 f[f2,76,64]  *              0             0             1 
 22996 f[f0,76,65]  *              0             0             1 
 22997 f[f1,76,65]  *              0             0             1 
 22998 f[f2,76,65]  *              0             0             1 
 22999 f[f0,76,66]  *              0             0             1 
 23000 f[f1,76,66]  *              0             0             1 
 23001 f[f2,76,66]  *              0             0             1 
 23002 f[f0,76,67]  *              0             0             1 
 23003 f[f1,76,67]  *              0             0             1 
 23004 f[f2,76,67]  *              0             0             1 
 23005 f[f0,76,68]  *              0             0             1 
 23006 f[f1,76,68]  *              0             0             1 
 23007 f[f2,76,68]  *              0             0             1 
 23008 f[f0,76,69]  *              0             0             1 
 23009 f[f1,76,69]  *              0             0             1 
 23010 f[f2,76,69]  *              0             0             1 
 23011 f[f0,76,70]  *              0             0             1 
 23012 f[f1,76,70]  *              0             0             1 
 23013 f[f2,76,70]  *              0             0             1 
 23014 f[f0,76,71]  *              0             0             1 
 23015 f[f1,76,71]  *              0             0             1 
 23016 f[f2,76,71]  *              0             0             1 
 23017 f[f0,76,72]  *              0             0             1 
 23018 f[f1,76,72]  *              0             0             1 
 23019 f[f2,76,72]  *              0             0             1 
 23020 f[f0,76,73]  *              0             0             1 
 23021 f[f1,76,73]  *              0             0             1 
 23022 f[f2,76,73]  *              0             0             1 
 23023 f[f0,76,74]  *              0             0             1 
 23024 f[f1,76,74]  *              0             0             1 
 23025 f[f2,76,74]  *              0             0             1 
 23026 f[f0,76,75]  *              0             0             1 
 23027 f[f1,76,75]  *              0             0             1 
 23028 f[f2,76,75]  *              0             0             1 
 23029 f[f0,76,76]  *              0             0             1 
 23030 f[f1,76,76]  *              0             0             1 
 23031 f[f2,76,76]  *              0             0             1 
 23032 f[f0,76,77]  *              0             0             1 
 23033 f[f1,76,77]  *              0             0             1 
 23034 f[f2,76,77]  *              0             0             1 
 23035 f[f0,76,78]  *              0             0             1 
 23036 f[f1,76,78]  *              0             0             1 
 23037 f[f2,76,78]  *              0             0             1 
 23038 f[f0,76,79]  *              0             0             1 
 23039 f[f1,76,79]  *              0             0             1 
 23040 f[f2,76,79]  *              0             0             1 
 23041 f[f0,76,80]  *              0             0             1 
 23042 f[f1,76,80]  *              0             0             1 
 23043 f[f2,76,80]  *              0             0             1 
 23044 f[f0,76,81]  *              0             0             1 
 23045 f[f1,76,81]  *              0             0             1 
 23046 f[f2,76,81]  *              0             0             1 
 23047 f[f0,76,82]  *              0             0             1 
 23048 f[f1,76,82]  *              0             0             1 
 23049 f[f2,76,82]  *              0             0             1 
 23050 f[f0,76,83]  *              0             0             1 
 23051 f[f1,76,83]  *              0             0             1 
 23052 f[f2,76,83]  *              0             0             1 
 23053 f[f0,76,84]  *              0             0             1 
 23054 f[f1,76,84]  *              0             0             1 
 23055 f[f2,76,84]  *              0             0             1 
 23056 f[f0,76,85]  *              0             0             1 
 23057 f[f1,76,85]  *              0             0             1 
 23058 f[f2,76,85]  *              0             0             1 
 23059 f[f0,76,86]  *              0             0             1 
 23060 f[f1,76,86]  *              0             0             1 
 23061 f[f2,76,86]  *              0             0             1 
 23062 f[f0,76,87]  *              0             0             1 
 23063 f[f1,76,87]  *              0             0             1 
 23064 f[f2,76,87]  *              0             0             1 
 23065 f[f0,76,88]  *              0             0             1 
 23066 f[f1,76,88]  *              0             0             1 
 23067 f[f2,76,88]  *              0             0             1 
 23068 f[f0,76,89]  *              0             0             1 
 23069 f[f1,76,89]  *              0             0             1 
 23070 f[f2,76,89]  *              0             0             1 
 23071 f[f0,76,90]  *              0             0             1 
 23072 f[f1,76,90]  *              0             0             1 
 23073 f[f2,76,90]  *              0             0             1 
 23074 f[f0,76,91]  *              0             0             1 
 23075 f[f1,76,91]  *              0             0             1 
 23076 f[f2,76,91]  *              0             0             1 
 23077 f[f0,76,92]  *              0             0             1 
 23078 f[f1,76,92]  *              0             0             1 
 23079 f[f2,76,92]  *              0             0             1 
 23080 f[f0,76,93]  *              0             0             1 
 23081 f[f1,76,93]  *              0             0             1 
 23082 f[f2,76,93]  *              0             0             1 
 23083 f[f0,76,94]  *              0             0             1 
 23084 f[f1,76,94]  *              0             0             1 
 23085 f[f2,76,94]  *              0             0             1 
 23086 f[f0,76,95]  *              0             0             1 
 23087 f[f1,76,95]  *              0             0             1 
 23088 f[f2,76,95]  *              0             0             1 
 23089 f[f0,76,96]  *              0             0             1 
 23090 f[f1,76,96]  *              0             0             1 
 23091 f[f2,76,96]  *              0             0             1 
 23092 f[f0,76,97]  *              0             0             1 
 23093 f[f1,76,97]  *              0             0             1 
 23094 f[f2,76,97]  *              0             0             1 
 23095 f[f0,76,98]  *              0             0             1 
 23096 f[f1,76,98]  *              0             0             1 
 23097 f[f2,76,98]  *              0             0             1 
 23098 f[f0,76,99]  *              0             0             1 
 23099 f[f1,76,99]  *              0             0             1 
 23100 f[f2,76,99]  *              0             0             1 
 23101 f[f0,77,0]   *              0             0             1 
 23102 f[f1,77,0]   *              0             0             1 
 23103 f[f2,77,0]   *              0             0             1 
 23104 f[f0,77,1]   *              0             0             1 
 23105 f[f1,77,1]   *              0             0             1 
 23106 f[f2,77,1]   *              0             0             1 
 23107 f[f0,77,2]   *              0             0             1 
 23108 f[f1,77,2]   *              0             0             1 
 23109 f[f2,77,2]   *              0             0             1 
 23110 f[f0,77,3]   *              0             0             1 
 23111 f[f1,77,3]   *              0             0             1 
 23112 f[f2,77,3]   *              0             0             1 
 23113 f[f0,77,4]   *              0             0             1 
 23114 f[f1,77,4]   *              0             0             1 
 23115 f[f2,77,4]   *              0             0             1 
 23116 f[f0,77,5]   *              0             0             1 
 23117 f[f1,77,5]   *              0             0             1 
